Financial Year,Name,Address Line 1,Address Line 2,Suburb,State,Postcode,Lodged on behalf of,Associated Party,Total Receipts,Total Payments,Total Debts,Discretionary Benefits,Capital Contributions
2014-15,CFMEU - Construction & General Division (WA Branch),PO Box 8075,,PERTH BC,WA,6849,,Australian Labor Party (Western Australian Branch),25716768,26880641,169852,0,0
2014-15,CFMEU Construction & General Division VIC/TAS Branch,540 Elizabeth Street,,MELBOURNE,VIC,3000,,Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch),31358212,27565329,32770,0,0
2014-15,"CFMEU Construction and General Division, New South Wales Divisional Branch",Locked Bag 5015,,ALEXANDRIA,NSW,2015,,Australian Labor Party (N.S.W. Branch),18437825,19721397,0,0,0
2014-15,CFMEU FFPD New South Wales District,Level 3,540 Elizabeth St,MELBOURNE,VIC,3000,,Australian Labor Party (N.S.W. Branch),545637,563691,17162,0,0
2014-15,CFMEU FFPD South Australia District,Level 3,540 Elizabeth St,MELBOURNE,VIC,3000,,Australian Labor Party (South Australian Branch),521720,635091,6853,0,0
2014-15,CFMEU FFPD Tasmanian District,Level 3,540 Elizabeth St,MELBOURNE,VIC,3000,,Australian Labor Party (Tasmanian Branch),100594,303655,3247,0,0
2014-15,CFMEU FFPD Victorian District,Level 3,540 Elizabeth St,MELBOURNE,VIC,3000,,Australian Labor Party (Victorian Branch),1491749,1242510,12143,0,0
2014-15,CFMEU Mining & Energy Division (Qld District Branch),PO Box 508,,SPRING HILL,QLD,4004,,Australian Labor Party (State of Queensland),0,91068,0,0,0
2014-15,CFMEU Northern Mining & NSW Energy District,PO Box 364,,CESSNOCK,NSW,2325,,Australian Labor Party (N.S.W. Branch),23673995,24248971,970036,0,0
2014-15,CFMMEU - Maritime Union of Australia Division,Level 2 ,365 - 375 Sussex Street,SYDNEY,NSW,2000,,Australian Labor Party (ALP),24230125,24634411,4929822,0,0
2014-15,Chinese Liberals Association,PO Box 568,,CARNEGIE,VIC,3163,,Liberal Party of Australia (Victorian Division),150,1480,0,0,0
2014-15,Citizens Media Group Pty Ltd,PO Box 376,,COBURG,VIC,3058,,Citizens Electoral Council of Australia,311326,311579,0,0,0
2014-15,CLP Gifts & Legacies Pty Ltd,Post Office Box 48,95 Langton Road,HOWARD SPRINGS,NT,835,,Country Liberals (Northern Territory),22019,10253,0,0,0
2014-15,Coal Miners Industrial Union of Workers of WA Collie,75 Throssell Street,,COLLIE,WA,6225,,Australian Labor Party (Western Australian Branch),445549,458685,53868,0,0
2014-15,Communications Electrical Plumbing Union NSW P & T Branch,PO Box 250,,PARRAMATTA,NSW,2124,,Australian Labor Party (N.S.W. Branch); Australian Labor Party (ACT Branch),4004492,3833622,208582,0,0
2014-15,Community and Public Sector Union (PSU Group),Level 7 191-199 Thomas Street,,HAYMARKET,NSW,2000,,Australian Labor Party (ACT Branch); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Northern Territory) Branch; Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch),31804384,31455425,1559087,0,0
2014-15,Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch,PO Box 498,,DICKSON,ACT,2602,,Australian Labor Party (ACT Branch),2623160,2916303,158884,0,0
2014-15,"Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division",16 Campbell Street,,BOWEN HILLS,QLD,4006,"Construction Forestry Mining & Energy Union, Construction & General Division, Queensland Nothern Territory Divisional Branch",Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,20764456,17403551,1068688,0,0
2014-15,Cormack Foundation Pty Ltd,25 St James Park Drive,,BRIGHTON,VIC,3186,,Liberal Party of Australia (Victorian Division); Liberal Party of Australia,5417411,5129028,0,0,0
2014-15,Dame Pattie Menzies Liberal Foundation,Locked Bag 2,,Kings Cross,NSW,1340,,"Liberal Party of Australia, NSW Division",0,1241,0,0,0
2014-15,Dunkley Blue Ribbon Club,PO Box 696,,FRANKSTON,VIC,3199,,Liberal Party of Australia (Victorian Division),42714,11430,0,0,0
2014-15,Electrical Trades Union of Australia NSW Branch,Level 5/370 Pitt Street,,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),10835846,10251112,297901,0,0
2014-15,Electrical Trades Union of Employees Queensland,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,2065236,2309760,3547902,0,0
2014-15,EMILY's List Australia,"Level 2, Queen Victoria Women's Centre",210 Lonsdale Street,MELBOURNE,VIC,3000,,Australian Labor Party (ALP),339827,353894,22070,0,0
2014-15,Enterprise Club,PO Box 13,,NUNAWADING,VIC,3131,,Liberal Party of Australia (Victorian Division),107558,155623,0,0,0
2014-15,Finance Sector Union of Aust - QLD Branch,PO Box 3054,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),1706737,1706737,0,0,0
2014-15,Finance Sector Union of Aust - SA/NT Branch,Level 1,229 Greenhill Road,DULWICH,SA,5065,,Australian Labor Party (South Australian Branch),1071499,1071499,0,0,0
2014-15,Finance Sector Union of Australia - NSW Branch,PO Box A2442,,SYDNEY SOUTH,NSW,1235,,Australian Labor Party (N.S.W. Branch),3529526,3529526,0,0,0
2014-15,Finance Sector Union of Australia - VIC/TAS Branch,1/341 Queen Street,,MELBOURNE,VIC,3000,,Australian Labor Party (Victorian Branch),2950647,2950647,0,0,0
2014-15,Finance Sector Union of Australia - WA Branch,PO Box 2602,,PERTH,WA,6001,,Australian Labor Party (Western Australian Branch),998880,998880,0,0,0
2014-15,Flight Attendants Association of Australia - National Division,20 Ewan Street,,MASCOT,NSW,2020,,Australian Labor Party (N.S.W. Branch),1466003,1437090,163317,0,0
2014-15,Forest Hill Supporters' Club,PO Box 140,,FOREST HILL,VIC,3131,,Liberal Party of Australia (Victorian Division),9540,3691,1957,0,0
2014-15,Foundation 51 Pty Ltd,Post Office Box 199,,DARWIN,NT,801,,Country Liberals (Northern Territory),11201,43195,0,0,0
2014-15,Gatenby Investment Fund,GPO Box 469,,HOBART,TAS,7001,,Liberal Party of Australia - Tasmanian Division,96710,284785,710000,0,0
2014-15,Goulburn River & Ranges 200 Club,PO Box 104,,ALEXANDRA,VIC,3714,,Liberal Party of Australia (Victorian Division),8698,29566,0,0,0
2014-15,Health & Community Services Union Vic No. 2 HSU,PO Box 206,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (Victorian Branch),4229563,3814892,509303,0,0
2014-15,Health Services Union SA Branch,Suite 46,255 Drummond St,CARLTON,VIC,3053,,Australian Labor Party (South Australian Branch),368830,314905,208581,0,0
2014-15,"Health Services Union, Tasmania Branch",PO Box 635,,NORTH HOBART,TAS,7002,,Australian Labor Party (Tasmanian Branch),4294095,4115494,125489,0,0
2014-15,Higgins 200 Club,PO Box 8050,,ARMADALE,VIC,3143,,Liberal Party of Australia (Victorian Division),300624,238053,0,0,0
2014-15,Higgins Foundation Ltd,5 Turnbull Ave,,TOORAK,VIC,3142,,Liberal Party of Australia (Victorian Division),44049,8436,0,0,0
2014-15,Industrial Staff Union,160 Clarence Street,,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),35986,16181,0,0,0
2014-15,John Curtin House Limited,PO Box 6222,,KINGSTON,ACT,2604,,Australian Labor Party (ALP),2874290,2689842,0,0,0
2014-15,John McEwen House Pty Ltd,PO Box 3328,,MANUKA,ACT,2603,,National Party of Australia,1376721,1488923,1643284,0,0
2014-15,Kaye Sutherland Memorial Bequest Fund,141 Gilles Street,,ADELAIDE,SA,5000,,Australian Labor Party (South Australian Branch),0,0,0,0,0
2014-15,Kooyong 200 Club,PO Box 1006,,CAMBERWELL,VIC,3124,,Liberal Party of Australia (Victorian Division),444730,306438,0,0,0
2014-15,Labor Campaign Pty Ltd,PO Box K408,,HAYMARKET,NSW,1240,,Australian Labor Party (N.S.W. Branch),154,32801,0,0,0
2014-15,Labor Holdings Pty Ltd,16 Peel St,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),10022441,9058490,3010010,0,0
2014-15,Labor Services & Holding Pty Ltd ATF the Labor Services and Holding Trust,438 Docklands Drive,,DOCKLANDS,VIC,3008,,Australian Labor Party (Victorian Branch),4536561,5193030,112660,0,5009792
2014-15,Land Value Taxation Society of Australia,PO Box 843,,CASTLE HILL,NSW,1765,,Republican Party of Australia,0,0,0,0,0
2014-15,Liberal Asset Management (Custodians) Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,"Liberal Party of Australia, NSW Division",50303,29822,549984,0,0
2014-15,Liberal Club Limited,GPO Box 556,,TORRENSVILLE,SA,5031,,Liberal Party of Australia (S.A. Division),87922,78754,22000,0,0
2014-15,Liberal Properties Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,"Liberal Party of Australia, NSW Division",2975,317,3750,0,0
2014-15,LNP Nominees Pty Ltd as Trustee for the 6 St Paul's Terrace Unit Trust,PO Box 940,,SPRING HILL,QLD,4004,,Liberal National Party of Queensland,419369,21715350,9309599,0,0
2014-15,LPPH Pty Ltd,PO Box 49,,WEST PERTH,WA,6872,,Liberal Party (W.A. Division) Inc.,105718,96092,18486,0,0
2014-15,Macedon Speakers Club,8 Alpine Court,,SUNBURY,VIC,3429,,Liberal Party of Australia (Victorian Division),4952,17888,0,0,0
2014-15,Mallen's Colac Hotel Pty Ltd,141 Gilles Street,,ADELAIDE,SA,5000,,Australian Labor Party (South Australian Branch),11472,253617,0,0,0
2014-15,Media Entertainment & Arts Alliance,PO Box 723,,STRAWBERRY HILLS,NSW,2012,Media Entertainment Arts & Alliance - VIC Branch; Media Entertainment ARts & Alliance - QLD Branch; Media Entertainment Arts & Alliance - SA Branch; Media Entertainment Arts & Alliance - WA Office; Media Entertainment & Arts Alliance NSW Branch,Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch),12640308,12808427,733479,0,0
2014-15,Mehring Books Pty Ltd,PO Box 574,,STRAWBERRY HILLS,NSW,2012,,Socialist Equality Party,236308,231536,0,0,0
2014-15,Menzies 200 Club,PO Box 583,,DONCASTER,VIC,3108,,Liberal Party of Australia (Victorian Division),143614,34893,0,0,0
2014-15,Mornington Gold,C/o 321 Main Street,,MORNINGTON,VIC,3931,,Liberal Party of Australia (Victorian Division),6357,36921,0,0,0
2014-15,National Union of Workers - National Office,PO Box 343,,NORTH MELBOURNE,VIC,3051,General Branch,Australian Labor Party (ALP),12698007,12096075,859776,0,0
2014-15,National Union of Workers - NSW Branch,3-5 Bridge Street,,GRANVILLE,NSW,2142,,Australian Labor Party (N.S.W. Branch),8430548,8207129,609123,0,0
2014-15,National Union of Workers - Victorian Branch,833 Bourke Street,,DOCKLANDS,VIC,3008,,Australian Labor Party (Victorian Branch),14202390,14041106,483310,0,0
2014-15,New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union,"Level 7, 321 Pitt Street",,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),15473292,14931306,3683605,0,0
2014-15,North Eastern Business Circle,169 Westgarth St,,NORTHCOTE,VIC,3070,,Liberal Party of Australia (Victorian Division),13468,16016,0,0,0
2014-15,North West 200 Club,PO Box 164,,Keilor East,VIC,3033,,Liberal Party of Australia (Victorian Division),6990,25413,0,0,0
2014-15,Northern Territory ALP Investment Trust,GPO Box 2026,,DARWIN,NT,801,,Australian Labor Party (Northern Territory) Branch,34518,28969,125585,0,0
2014-15,NSW Labor Campaign Investment Pty Ltd,PO Box K408,,HAYMARKET,NSW,1240,,Australian Labor Party (N.S.W. Branch),275,20718,0,0,0
2014-15,NTN Services ,PO Box 55,,MOOROOKA,QLD,4105,,Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,215786,212096,0,0,0
2014-15,OUTER EASTERN Platinum Club,253 Dorset Rd,,Boronia,VIC,3155,,Liberal Party of Australia (Victorian Division),100570,208428,0,0,0
2014-15,Parakeelia Pty Ltd,PO Box 6004,,KINGSTON,ACT,2604,,Liberal Party of Australia,932234,881338,18339,0,0
2014-15,Parliamentary Liberal Party Communication Committee (Victoria),321 Main St (PO Box 2000),,MORNINGTON,VIC,3931,,Liberal Party of Australia (Victorian Division),54833,359483,0,0,0
2014-15,Perth Trades Hall Inc,PO Box 8117,,PERTH BUSINESS CENTRE,WA,6849,,Australian Labor Party (Western Australian Branch),127678,121987,1326280,0,0
2014-15,Pilliwinks Pty Ltd as Trustee National Party Foundation,"Suite 908, Level 9, 343 Little Collins Street",,MELBOURNE,VIC,3000,,National Party of Australia - Victoria,76154,320000,564706,0,0
2014-15,Progressive Business Association Inc,PO Box 4021,,FITZROY,VIC,3065,,Australian Labor Party (Victorian Branch),1596771,1404014,59928,0,0
2014-15,"Queensland Services, Industrial Union of Employees",PO Box 3347,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),29513,860524,0,0,0
2014-15,Ripon 250 Club,62 McKinlay Street,,LANDSBOROUGH,VIC,3385,,Liberal Party of Australia (Victorian Division),0,0,0,0,0
2014-15,SA Progressive Business Incorporated,141 Gilles Street,,ADELAIDE,SA,5000,,Australian Labor Party (South Australian Branch),482681,285179,17444,0,0
2014-15,Scoresby City Club,PO Box 2342,,MELBOURNE,VIC,3001,,Liberal Party of Australia (Victorian Division),41644,69009,0,0,0
2014-15,Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW,PO Box 2211,,DANGAR,NSW,2309,,Australian Labor Party (N.S.W. Branch),3979784,4012845,0,0,0
2014-15,Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office,PO Box K230,,HAYMARKET,NSW,1240,,Australian Labor Party (N.S.W. Branch),19324568,16557039,648419,0,0
2014-15,Shop Distributive & Allied Employees Association - Tasmanian Branch,72 York Street,,LAUNCESTON,TAS,7250,,Australian Labor Party (Tasmanian Branch),1956550,1891012,248617,0,0
2014-15,Shop Distributive & Allied Employees Association - VIC Branch,65 Southbank Boulevard,,SOUTHBANK,VIC,3006,,Australian Labor Party (Victorian Branch),15413982,14241313,531909,0,0
2014-15,Shop Distributive & Allied Employees' Association NSW Branch,PO Box K230,,HAYMARKET,NSW,1240,,Australian Labor Party (N.S.W. Branch),5030033,5045641,49477,0,0
2014-15,Shop Distributive & Allied Employees' Association of Western Australia,"5th Floor, 25 Barrack Street",,PERTH,WA,6000,,Australian Labor Party (Western Australian Branch),8116738,8472945,866858,0,0
2014-15,Shop Distributive & Allied Employees Association South Australian Branch (Federal Body),1/69 Fullarton Road,,KENT TOWN,SA,5067,,Australian Labor Party (Northern Territory) Branch,1608587,1472280,32724,0,0
2014-15,Shop Distributive & Allied Employees Association South Australian Branch (State Body),1/69 Fullarton Road,,KENT TOWN,SA,5067,,Australian Labor Party (South Australian Branch),7935911,8874981,361784,0,0
2014-15,Shop Distributive and Allied Employees Association (QLD Branch),PO Box 490,,SPRING HILL,QLD,4004,,Australian Labor Party (ALP),11764820,12250495,1736414,0,0
2014-15,"Shop, Distributive & Allied Employees' Association - National",Sixth Floor,53 Queen Street,MELBOURNE,VIC,3000,,Australian Labor Party (ALP),9459332,7328522,484933,0,0
2014-15,Sir Charles Court Foundation,PO Box 1144,,APPLECROSS,WA,6153,SCCF WA Pty Ltd,Liberal Party (W.A. Division) Inc.,126379,20848,0,0,0
2014-15,Team 200 Club,C/- Phillip McGinnes,PO Box 6127,HAWTHORN WEST,VIC,3122,,Liberal Party of Australia (Victorian Division),99818,226347,0,0,0
2014-15,"Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br",Level 3,540 Elizabeth Street,MELBOURNE,VIC,3000,,Australian Labor Party (N.S.W. Branch); Australian Labor Party (South Australian Branch); Australian Labor Party (Tasmanian Branch),924049,1428502,104885,0,0
2014-15,"Textiles, Clothing & Footwear Union (Vic & Qld & WA) Branch",Level 3,540 Elizabeth St,MELBOURNE,VIC,3000,,Australian Labor Party (Victorian Branch),1546063,1767025,25847,0,0
2014-15,The 500 Club (WA),PO Box Z5303,St Georges Terrace,PERTH,WA,6831,,Liberal Party (W.A. Division) Inc.,830974,503672,24463,0,0
2014-15,The Australian Workers' Union - Greater NSW Branch,PO Box 20,,GRANVILLE,NSW,2142,,Australian Labor Party (N.S.W. Branch),7677879,6503958,947929,0,0
2014-15,The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch,PO Box 226,,MAYFIELD,NSW,2304,,Australian Labor Party (N.S.W. Branch),2368040,2090621,871411,0,0
2014-15,The Australian Workers' Union of Employees Queensland,GPO Box 88,,BRISBANE,QLD,4001,,Australian Labor Party (State of Queensland),14680761,15220276,6258897,0,0
2014-15,The Australian Workers' Union Victorian Branch,685 Spencer Street,,WEST MELBOURNE,VIC,3003,,Australian Labor Party (Victorian Branch),9208501,9151199,581378,0,0
2014-15,The Breweries & Bottleyards Employees' Industrial Union of Workers of Western Australia,PO Box 1455,,CANNING VALE ,WA,6970,,Australian Labor Party (Western Australian Branch),291517,1139159,23268,0,0
2014-15,The Chifley Research Centre Ltd,PO Box 6222,,KINGSTON,ACT,2604,,Australian Labor Party (ALP),486644,513839,0,0,0
2014-15,The Federation of Hunting Clubs Inc,PO Box 376,,BAULKHAM HILLS,NSW,1755,,Shooters and Fishers Party,38301,40363,2200,0,0
2014-15,The Food Preservers' Union of Western Australia Union of Workers,"5th Floor,",25 Barrack Street,PERTH,WA,6000,,Australian Labor Party (Western Australian Branch),62823,133372,10191,0,0
2014-15,The Free Enterprise Foundation,PO Box 292,,CANBERRA,ACT,2601,,Liberal Party of Australia; National Party of Australia,845,201057,0,0,0
2014-15,The Geelong 500 Club Inc,PO Box 266,,Geelong,VIC,3220,,Liberal Party of Australia (Victorian Division); National Party of Australia - Victoria; Liberal Party of Australia,17727,14990,0,0,0
2014-15,The Green Institute Limited,GPO Box 557,,CANBERRA,ACT,2601,,Australian Greens,110875,93254,2131,0,0
2014-15,The Greenfields Foundation,PO Box 52,,DEAKIN WEST,ACT,2600,,Liberal Party of Australia,50007,35703,0,0,0
2014-15,The Lady Wilson Foundation,104 Greenhill Road,,UNLEY,SA,5061,,Liberal Party of Australia (S.A. Division),5720,60,0,0,0
2014-15,The Liberal Foundation Inc,GPO Box 20,,Adelaide,SA,5001,,Liberal Party of Australia (S.A. Division),149939,135541,0,0,0
2014-15,The Liberal Party of Western Australia Pty Ltd,PO Box 49,,WEST PERTH,WA,6872,,Liberal Party (W.A. Division) Inc.,2443878,2579574,2740,0,0
2014-15,The Menzies Research Centre Limited,PO Box 6091,,KINGSTON,ACT,2604,,Liberal Party of Australia,538690,500585,45138,0,0
2014-15,The Monash Club,PO Box 2688,,MOUNT WAVERLEY,VIC,3149,,Liberal Party of Australia (Victorian Division),60607,98479,0,0,0
2014-15,The Nepean Club,P.O. Box 159,,SORRENTO,VIC,3943,,Liberal Party of Australia (Victorian Division),2223,6240,0,0,0
