"Financial Year","Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2004-2005","Australian Democrats Queensland Division","Suite 130","7/421 Brunswick Street","FORTITUDE  VALLEY","QLD","4006","Democrats","104116","127950","3309","0"
"2004-2005","Australian Democrats SA Division","711 South Road","","BLACK FOREST","SA","5035","Democrats","62766","70692","2967","0"
"2004-2005","Australian Democrats Tasmanian Division","PO Box 336","","NORTH HOBART PRIVATE BOXES","TAS","7002","Democrats","2700","0","0","0"
"2004-2005","Australian Democrats Victorian Division","PO Box 135","","EAST MELBOURNE","VIC","3002","Democrats","55654","51090","0","0"
"2004-2005","Australian Democrats, Western Australian Division","PO Box 123","","NORTHBRIDGE PRIVATE BOXES","WA","6865","Democrats","18866","20694","0","0"
"2004-2005","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","476697","576132","23621","0"
"2004-2005","Australian Greens (NT Branch)","33 Martin Cres","","COCONUT GROVE","NT","0810","","72105","48065","1685","0"
"2004-2005","Australian Greens (South Australia)","7/291 Angas Street","","ADELAIDE","SA","5000","The Greens","350904","263885","3142","0"
"2004-2005","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","274699","295464","15338","0"
"2004-2005","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","492449","473088","42094","0"
"2004-2005","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","989446","1320432","4274","0"
"2004-2005","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","30081856","30142887","679866","0"
"2004-2005","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","13053927","12616169","1558193","0"
"2004-2005","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","1658649","1409935","173544","0"
"2004-2005","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","2163418","1982926","18672","0"
"2004-2005","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","5847459","5641772","344610","0"
"2004-2005","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","678326","737536","11755","0"
"2004-2005","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","6848015","5166446","106785","0"
"2004-2005","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","4055820","4120055","751600","0"
"2004-2005","Australian Progressive Alliance","PO Box 323","","NORTH ADELAIDE","SA","5006","","24970","47424","121","0"
"2004-2005","Australians Against Further Immigration","PO Box 539","","LINDFIELD","NSW","2070","Australians Against Further Immigration","9951","8216","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","PO Box 221","","NORTH HOBART PRIVATE BOXES","TAS","7002","Christian Democratic Party (Fred Nile Group)","875","700","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","PO Box 9","","DOVETON","VIC","3177","Christian Democratic Party (Fred Nile Group)","11448","9986","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","PO Box 367","","ERINDALE CENTRE","ACT","2903","Christian Democratic Party (Fred Nile Group)","1162","3420","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Christian Democratic Party (Fred Nile Group)","7","0","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Christian Democratic Party (Fred Nile Group)","535595","579821","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","7 Matthew Way","","THORNLIE","WA","6108","Christian Democratic Party (Fred Nile Group)","253195","286476","0","0"
"2004-2005","Citizens Electoral Council Australia (NSW Division)","PO Box 383","","MAITLAND","NSW","2320","","0","0","0","0"
"2004-2005","Citizens Electoral Council of Australia","PO Box 376","","COBURG","VIC","3058","","1644921","1778279","705409","0"
"2004-2005","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","65375","85204","4420","0"
"2004-2005","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","1062026","923540","50000","0"
"2004-2005","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","24216","24331","0","0"
"2004-2005","Ex-Service, Service & Veterans Party","PO BOX 5125","","WODONGA","VIC","3690","","18358","27158","0","0"
"2004-2005","Family First Party","PO Box 145","","HIGHBURY","SA","5089","Family First","1652682","1699838","218078","0"
"2004-2005","Family First Party - QLD","11 Myal Ct","","MANGO HILL","QLD","4509","Family First","94899","84439","10000","0"
"2004-2005","Help End Marijuana Prohibition","PO Box 177","","NIMBIN","NSW","2480","","0","0","0","0"
"2004-2005","Hope Party Australia - ethics equality ecology","12-14 McAdam Square","","CROYDON","VIC","3136","","3718","1359","18500","0"
"2004-2005","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","8534689","7360237","1726767","0"
"2004-2005","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","29917085","26976772","4768424","0"
"2004-2005","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","1095196","1059604","122329","0"
"2004-2005","Liberal Party of Australia - Queensland Division","PO Box 8167","","WOOLLOONGABBA","QLD","4102","Liberal","4783586","5175323","90089","0"
"2004-2005","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","808516","667848","24312","0"
"2004-2005","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","3100896","3070124","97330","0"
"2004-2005","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","8541696","7233941","194778","0"
"2004-2005","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","12183883","12517468","3119825","0"
"2004-2005","liberals for forests","34/100 Murdoch Drive","","MURDOCH","WA","6150","","0","0","0","0"
"2004-2005","Lower Excise Fuel and Beer Party","21 Ironbark Ave","","SANDY BEACH","NSW","2456","","0","0","0","0"
"2004-2005","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","1590668","1663765","27979","0"
"2004-2005","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","4420931","4445945","704570","0"
"2004-2005","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","1813870","1762676","39704","0"
"2004-2005","National Party of Australia (Queensland)","PO Box 5940","","WEST END","QLD","4101","The Nationals","3080709","3040384","3702740","0"
"2004-2005","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","59456","66699","0","0"
"2004-2005","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","599022","552645","6543","0"
"2004-2005","New Country Party","GPO Box 516","","BRISBANE GPO PRIVATE BOXES","QLD","4001","","46211","47680","13504","0"
"2004-2005","No Goods and Services Tax Party","9 Northview Place","","MOUNT COLAH","NSW","2079","","0","0","0","0"
"2004-2005","Non-Custodial Parents Party","PO Box 97","","DOUGLAS PARK","NSW","2569","","1466","1366","6309","0"
"2004-2005","Nuclear Disarmament Party of Australia","38 Sheehan Street","","PEARCE","ACT","2607","","705","0","0","0"
"2004-2005","One Nation Queensland Division","PO Box 1199","","BEENLEIGH","QLD","4207","One Nation","114567","171380","56000","0"
"2004-2005","One Nation SA","PO Box 10277","Adel Bus Centre","ADELAIDE","SA","5000","One Nation","15850","18219","0","0"
"2004-2005","One Nation Victoria","PO Box 439","","SEAFORD","VIC","3198","One Nation","6851","7327","0","0"
"2004-2005","One Nation Western Australia","Unit 2-931 Albany Highway","","EAST VICTORIA PARK","WA","6101","One Nation","151179","147816","5532","0"
"2004-2005","Outdoor Recreation Party","PO Box 803","","CROWS NEST","NSW","2065","","585","3667","0","0"
"2004-2005","Pauline Hanson's One Nation","PO Box 136","","PINKENBA","QLD","4008","One Nation","47809","72325","0","0"
"2004-2005","Progressive Labour Party","PO Box 578","","BUNBURY","WA","6230","","7837","10489","0","0"
"2004-2005","Queensland Greens","PO Box 5763","","WEST END","QLD","4101","The Greens","534980","334249","0","0"
"2004-2005","Republican Party of Australia","PO Box 843","","CASTLE HILL","NSW","1765","","39264","39113","4588","0"
"2004-2005","Save the ADI Site Party","229 Vardys Rd","","BLACKTOWN","NSW","2148","","0","0","0","0"
"2004-2005","Socialist Alliance","PO Box A2323","","SYDNEY SOUTH","NSW","1235","","139636","168135","20606","0"
"2004-2005","Tasmania First Party","9/26 Tasman Hwy","","WAVERLEY","TAS","7250","","2478","974","179","0"
"2004-2005","Tasmanian Independent Senator Brian Harradine Group","GPO Box 896J","","HOBART GPO PRIVATE BOXES","TAS","7001","","0","0","0","0"
"2004-2005","The Australian Greens - Victoria","GPO Box 4589","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","The Greens","1588799","1089026","44131","0"
"2004-2005","The Fishing Party","11 Watts Close","","SINGLETON","NSW","2330","","22132","34635","7450","0"
"2004-2005","The Great Australians","PO Box 1760","","NOOSA HEADS","QLD","4567","","2190","4248","1244","0"
"2004-2005","The Greens (WA) Inc","91/215 Stirling Street","","PERTH","WA","6000","The Greens","741558","880161","110000","0"
"2004-2005","The Greens NSW","PO Box 48","","BROADWAY","NSW","2007","The Greens","2596043","2206380","52668","0"
"2003-2004","Advance Australia Party","30 College Road South","","LANE COVE","NSW","2066","","21","107","0","0"
"2003-2004","Australian Democrats","PO Box 573","","GOODWOOD","SA","5034","Democrats","400249","459534","23463","0"
"2003-2004","Australian Democrats ACT Division","PO Box 4070","","KINGSTON","ACT","2604","Democrats","19742","10732","0","0"
"2003-2004","Australian Democrats Queensland Division","Suite 130","7/421 Brunswick Street","FORTITUDE  VALLEY","QLD","4006","Democrats","45556","54797","4090","0"
"2003-2004","Australian Democrats SA Division","711 South Road","","BLACK FOREST","SA","5035","Democrats","56972","37993","2358","0"
"2003-2004","Australian Democrats Tasmanian Division","PO Box 336","","NORTH HOBART PRIVATE BOXES","TAS","7002","Democrats","3910","2511","0","0"
"2003-2004","Australian Democrats Victorian Division","PO Box 135","","EAST MELBOURNE","VIC","3002","Democrats","48248","65754","16145","0"
"2003-2004","Australian Democrats, Western Australian Division","PO Box 123","","NORTHBRIDGE PRIVATE BOXES","WA","6865","Democrats","12137","15464","729","0"
"2003-2004","Australian Greens","PO BOX 1108","","CANBERRA","ACT","2601","The Greens","274518","249073","19572","0"
"2003-2004","Australian Greens - SA","PO Box 3094","","RUNDLE MALL PO","SA","5000","","103635","60230","916","0"
"2003-2004","Australian Greens, Australian Capital Territory Branch","GPO Box 2019","","CANBERRA CITY","ACT","2601","The Greens","114835","56053","30861","0"
"2003-2004","Australian Greens, Northern Territory Branch","PO Box 421","","NIGHTCLIFF","NT","0814","The Greens","14027","6520","0","0"
"2003-2004","Australian Greens, Tasmanian Branch","GPO Box 1132","","HOBART","TAS","7001","The Greens","348232","194291","52355","0"
"2003-2004","Australian Labor Party (ACT Branch)","GPO Box 3065","","CANBERRA","ACT","2601","Australian Labor Party","684328","540743","3119","0"
"2003-2004","Australian Labor Party (ALP)","PO Box 6222","","KINGSTON","ACT","2604","Australian Labor Party","6808984","6625284","4840823","0"
"2003-2004","Australian Labor Party (N.S.W. Branch)","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","15311748","12845152","3366514","0"
"2003-2004","Australian Labor Party (Northern Territory) Branch","GPO Box 2026","","DARWIN","NT","0801","Australian Labor Party","345733","286883","36388","0"
"2003-2004","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","Australian Labor Party","1531552","1359574","30621","0"
"2003-2004","Australian Labor Party (State of Queensland)","PO Box 5032","","WEST END","QLD","4101","Australian Labor Party","14560892","14074586","349800","0"
"2003-2004","Australian Labor Party (Tasmanian Branch)","GPO Box 1115","","HOBART","TAS","7001","Australian Labor Party","422718","384020","15377","0"
"2003-2004","Australian Labor Party (Victorian Branch)","Locked Bag 3240","","MELBOURNE","VIC","3001","Australian Labor Party","5836017","3131715","134050","0"
"2003-2004","Australian Labor Party (Western Australian Branch)","PO Box 8117","","PERTH BUSINESS CENTRE","WA","6849","Australian Labor Party","1517331","1046247","260901","0"
"2003-2004","Australian Progressive Alliance","PO Box 323","","NORTH ADELAIDE","SA","5006","","29641","12657","0","0"
"2003-2004","Australian Shooters Party","PO Box 376","","BAULKHAM HILLS","NSW","1755","","500","330","0","0"
"2003-2004","Australians Against Further Immigration","PO Box 539","","LINDFIELD","NSW","2070","Australians Against Further Immigration","565","819","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Christian Democratic Party (Fred Nile Group)","7","0","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","Christian Democratic Party (Fred Nile Group)","346943","244527","36172","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","7 Matthew Way","","THORNLIE","WA","6108","Christian Democratic Party (Fred Nile Group)","60379","27295","1442","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","PO Box 9","","DOVETON","VIC","3177","Christian Democratic Party (Fred Nile Group)","4753","3314","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","PO Box 367","","ERINDALE CENTRE","ACT","2903","Christian Democratic Party (Fred Nile Group)","4939","2980","0","0"
"2003-2004","Christian Democratic Party (Fred Nile Group)","PO Box 221","","NORTH HOBART PRIVATE BOXES","TAS","7002","Christian Democratic Party (Fred Nile Group)","372","0","0","0"
"2003-2004","Citizens Electoral Council Australia (NSW Division)","PO Box 383","","MAITLAND","NSW","2320","","0","0","0","0"
"2003-2004","Citizens Electoral Council of Australia","PO Box 376","","COBURG","VIC","3058","","2349253","2185498","691505","0"
"2003-2004","Country Labor Party","PO Box K408","","HAYMARKET","NSW","1240","Australian Labor Party","95362","160831","2967","0"
"2003-2004","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","268805","241054","123803","0"
"2003-2004","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","68053","60069","0","0"
